208.128,425.452
208.128,425.452
208.136,425.452
208.136,425.452
208.136,425.452
208.136,425.441
208.132,425.396
208.075,424.963
208.052,424.764
208.084,424.862
208.018,424.531
207.986,424.332
207.946,424.133
207.907,423.934
207.875,423.735
207.899,423.834
207.837,423.559
207.789,423.361
207.741,423.174
207.693,422.976
207.645,422.778
207.605,422.579
207.557,422.381
207.555,422.348
207.488,422.129
207.432,421.942
207.376,421.745
207.32,421.547
207.264,421.361
207.208,421.164
207.151,420.966
207.095,420.78
207.039,420.583
207.006,420.473
206.95,420.287
206.895,420.1
206.83,419.904
206.773,419.706
206.718,419.52
206.661,419.323
206.597,419.137
206.541,418.94
206.485,418.753
206.429,418.556
206.429,418.556
206.363,418.348
206.307,418.15
206.242,417.954
206.187,417.767
206.13,417.57
206.074,417.384
206.01,417.187
205.954,417.001
205.898,416.803
205.841,416.606
205.777,416.42
205.775,416.387
205.68,416.013
205.633,415.826
205.593,415.627
205.545,415.429
205.505,415.231
205.457,415.033
205.417,414.834
205.378,414.646
205.33,414.449
205.29,414.25
205.242,414.052
205.202,413.853
205.155,413.666
205.141,413.589
205.092,413.156
205.077,412.955
205.062,412.755
205.047,412.554
205.032,412.354
205.017,412.153
205.002,411.953
204.996,411.751
204.981,411.551
204.966,411.35
204.951,411.15
204.936,410.949
204.921,410.749
204.909,410.582
204.906,410.324
204.9,410.123
204.893,409.922
204.895,409.72
204.888,409.519
204.89,409.318
204.883,409.116
204.885,408.915
204.878,408.714
204.88,408.512
204.873,408.311
204.867,408.11
204.868,407.908
204.862,407.707
204.863,407.505
204.857,407.304
204.857,407.304
204.846,407.159
204.839,406.958
204.824,406.758
204.809,406.557
204.803,406.356
204.788,406.155
204.773,405.955
204.758,405.754
204.751,405.553
204.737,405.353
204.722,405.152
204.715,404.951
204.7,404.751
204.685,404.55
204.67,404.35
204.664,404.148
204.649,403.948
204.634,403.747
204.627,403.546
204.612,403.346
204.615,403.379
204.608,403.402
204.568,403.203
204.52,403.005
204.481,402.818
204.433,402.62
204.393,402.421
204.353,402.223
204.305,402.025
204.265,401.826
204.226,401.638
204.178,401.44
204.138,401.242
204.09,401.044
204.05,400.845
204.011,400.646
203.963,400.46
203.923,400.261
203.875,400.063
203.835,399.864
203.796,399.666
203.748,399.479
203.801,399.62
203.825,399.73
203.728,399.547
203.64,399.375
203.543,399.191
203.447,399.019
203.358,398.836
203.262,398.663
203.165,398.48
203.068,398.308
202.98,398.124
202.883,397.952
202.787,397.78
202.69,397.597
202.602,397.425
202.505,397.241
202.408,397.069
202.319,396.886
202.223,396.713
202.126,396.53
202.03,396.358
201.941,396.174
202.008,396.293
201.914,396.154
201.802,395.994
201.681,395.824
201.569,395.664
201.448,395.494
201.336,395.335
201.223,395.164
201.102,395.005
200.989,394.834
200.877,394.674
200.757,394.515
200.644,394.344
200.524,394.185
200.411,394.014
200.299,393.855
200.177,393.685
200.065,393.525
199.952,393.354
199.832,393.195
199.86,393.238
199.642,392.884
199.537,392.713
199.433,392.542
199.336,392.37
199.231,392.187
199.126,392.016
199.022,391.844
198.925,391.672
198.821,391.501
198.716,391.329
198.611,391.158
198.515,390.986
198.411,390.814
198.305,390.632
198.201,390.46
198.104,390.288
198,390.117
198.019,390.149
197.827,389.816
197.722,389.645
197.625,389.461
197.529,389.289
197.424,389.118
197.328,388.946
197.223,388.763
197.126,388.591
197.03,388.419
196.925,388.248
196.828,388.065
196.732,387.893
196.627,387.721
196.531,387.549
196.434,387.366
196.329,387.195
196.3,387.141
196.122,386.762
196.033,386.578
