226.068,-380.814
226.068,-380.814
226.064,-380.82
226.064,-380.82
226.064,-380.82
226.055,-380.814
226.019,-380.787
225.682,-380.509
225.525,-380.384
225.591,-380.464
225.346,-380.232
225.193,-380.099
225.046,-379.96
224.899,-379.821
224.746,-379.689
224.818,-379.762
224.617,-379.563
224.475,-379.417
224.341,-379.278
224.199,-379.132
224.056,-378.987
223.909,-378.848
223.767,-378.702
223.739,-378.682
223.589,-378.509
223.46,-378.364
223.323,-378.211
223.185,-378.059
223.057,-377.913
222.919,-377.76
222.782,-377.608
222.653,-377.462
222.516,-377.309
222.441,-377.223
222.312,-377.077
222.184,-376.931
222.051,-376.772
221.914,-376.62
221.785,-376.474
221.648,-376.321
221.524,-376.169
221.387,-376.016
221.258,-375.87
221.121,-375.718
221.121,-375.718
220.979,-375.552
220.842,-375.4
220.709,-375.24
220.58,-375.094
220.443,-374.942
220.314,-374.796
220.182,-374.637
220.053,-374.491
219.916,-374.339
219.778,-374.186
219.655,-374.033
219.628,-374.014
219.361,-373.735
219.228,-373.596
219.08,-373.457
218.938,-373.311
218.79,-373.172
218.648,-373.026
218.501,-372.887
218.362,-372.755
218.22,-372.609
218.073,-372.47
217.93,-372.324
217.783,-372.185
217.649,-372.046
217.591,-371.993
217.25,-371.722
217.088,-371.603
216.926,-371.484
216.764,-371.365
216.601,-371.246
216.439,-371.127
216.277,-371.009
216.11,-370.896
215.948,-370.777
215.786,-370.658
215.624,-370.54
215.462,-370.421
215.299,-370.302
215.164,-370.203
214.947,-370.064
214.78,-369.952
214.613,-369.84
214.441,-369.734
214.274,-369.622
214.102,-369.517
213.935,-369.404
213.763,-369.299
213.596,-369.187
213.424,-369.081
213.257,-368.969
213.09,-368.857
212.918,-368.751
212.751,-368.639
212.579,-368.534
212.412,-368.421
212.412,-368.421
212.295,-368.336
212.128,-368.223
211.966,-368.104
211.804,-367.986
211.637,-367.873
211.474,-367.754
211.312,-367.635
211.15,-367.517
210.983,-367.404
210.821,-367.285
210.659,-367.166
210.492,-367.054
210.33,-366.935
210.168,-366.816
210.006,-366.698
209.838,-366.585
209.676,-366.466
209.514,-366.347
209.347,-366.235
209.185,-366.116
209.212,-366.136
209.235,-366.143
209.088,-366.004
208.945,-365.858
208.807,-365.725
208.665,-365.58
208.517,-365.441
208.37,-365.302
208.227,-365.156
208.08,-365.017
207.942,-364.884
207.799,-364.738
207.652,-364.599
207.51,-364.454
207.362,-364.315
207.215,-364.175
207.081,-364.036
206.934,-363.897
206.792,-363.751
206.644,-363.612
206.497,-363.473
206.364,-363.334
206.456,-363.454
206.536,-363.533
206.432,-363.354
206.333,-363.188
206.229,-363.008
206.134,-362.835
206.025,-362.663
205.93,-362.49
205.826,-362.31
205.731,-362.137
205.623,-361.965
205.528,-361.792
205.433,-361.619
205.329,-361.439
205.229,-361.273
205.125,-361.094
205.031,-360.921
204.922,-360.748
204.827,-360.575
204.723,-360.396
204.628,-360.223
204.519,-360.05
204.584,-360.17
204.516,-360.017
204.44,-359.837
204.36,-359.644
204.284,-359.465
204.204,-359.272
204.128,-359.092
204.043,-358.906
203.972,-358.719
203.887,-358.533
203.811,-358.353
203.74,-358.167
203.655,-357.981
203.584,-357.794
203.499,-357.608
203.423,-357.428
203.343,-357.235
203.267,-357.056
203.182,-356.869
203.111,-356.683
203.132,-356.73
202.948,-356.357
202.858,-356.178
202.768,-355.998
202.673,-355.825
202.574,-355.639
202.484,-355.459
202.394,-355.28
202.299,-355.107
202.21,-354.927
202.12,-354.748
202.03,-354.568
201.935,-354.396
201.845,-354.216
201.746,-354.03
201.656,-353.85
201.561,-353.677
201.471,-353.498
201.488,-353.531
201.308,-353.192
201.218,-353.012
201.114,-352.833
201.019,-352.66
200.929,-352.48
200.834,-352.308
200.735,-352.121
200.64,-351.949
200.546,-351.776
200.456,-351.596
200.352,-351.417
200.257,-351.244
200.167,-351.064
200.072,-350.891
199.968,-350.712
199.878,-350.532
199.848,-350.479
199.622,-350.127
199.513,-349.954
199.399,-349.788
199.285,-349.622
199.172,-349.456
199.058,-349.29
198.944,-349.124
198.835,-348.952
198.722,-348.786
198.617,-348.626
198.503,-348.46
198.39,-348.294
198.276,-348.128
198.167,-347.955
198.053,-347.789
198.014,-347.729
197.785,-347.438
197.657,-347.272
197.534,-347.119
197.415,-346.96
197.283,-346.8
197.159,-346.648
197.04,-346.489
196.908,-346.329
196.789,-346.17
196.666,-346.017
196.538,-345.852
196.414,-345.699
196.291,-345.546
196.163,-345.38
196.075,-345.274
195.872,-345.022
195.743,-344.876
195.611,-344.717
195.482,-344.571
195.35,-344.412
195.212,-344.259
195.089,-344.107
194.956,-343.948
194.828,-343.802
194.695,-343.643
194.566,-343.497
194.434,-343.337
194.305,-343.192
194.173,-343.032
194.098,-342.946
194.023,-342.84
193.895,-342.674
193.777,-342.515
193.658,-342.355
193.54,-342.196
193.412,-342.03
193.293,-341.871
193.175,-341.712
193.056,-341.552
192.928,-341.386
192.81,-341.227
192.691,-341.068
192.572,-340.908
192.445,-340.742
192.155,-340.458
192.008,-340.319
191.855,-340.186
191.708,-340.047
191.57,-339.915
191.422,-339.776
191.275,-339.637
191.128,-339.498
190.98,-339.358
190.828,-339.226
190.681,-339.087
190.533,-338.948
190.395,-338.816
190.248,-338.676
190.248,-338.676
190.001,-338.465
189.858,-338.339
189.706,-338.207
189.553,-338.074
189.401,-337.942
189.249,-337.81
189.092,-337.684
188.939,-337.552
188.787,-337.419
188.635,-337.287
188.483,-337.155
188.33,-337.022
188.178,-336.89
188.066,-336.797
187.819,-336.606
187.657,-336.487
187.494,-336.368
187.337,-336.242
187.175,-336.123
187.013,-336.004
186.856,-335.879
186.694,-335.76
186.531,-335.641
186.369,-335.522
186.212,-335.396
